run_id,seed,Tin,b,social_adaptation_rate,final_mean_cooperation,final_std_cooperation_between_communities,final_mean_payoff,final_std_payoff_between_communities
38,80,50,1.01,0.04,0.4010802907369845,0.16466025424459957,2.421247337728195,0.9607540735657416
39,81,50,1.01,0.04,0.3566975594686438,0.15107340330158792,2.146547358665431,0.895268576332365
40,82,50,1.01,0.04,0.3582650010409695,0.1013900662852582,2.137273854446719,0.6053451393659349
41,83,50,1.01,0.04,0.2972377622377622,0.11738731654910707,1.7662477855477854,0.7160582333022821
42,84,50,1.01,0.04,0.4006669883152948,0.16635478970164794,2.3976357890988376,0.9647244241631616
43,85,50,1.01,0.04,0.39045456758235464,0.08742382308411316,2.339001829133045,0.5237993930865953
44,86,50,1.01,0.04,0.3532791334075667,0.09185657796696661,2.1172310725806254,0.5476077370072572
45,87,50,1.01,0.04,0.2992269745448288,0.06877986313041577,1.7805488710226842,0.45320884230515823
46,88,50,1.01,0.04,0.3521623494758728,0.10828242476577908,2.1146222264575933,0.6639502041046486
47,89,50,1.01,0.04,0.3581302465425772,0.08377421529355734,2.1466077864694446,0.48221800307903945
48,90,50,1.01,0.04,0.3874034750073137,0.09963383642688832,2.339316267257885,0.602060458580172
49,91,50,1.01,0.04,0.2965185705943819,0.10704275869834558,1.774427712597578,0.6443385151973404
50,92,50,1.01,0.04,0.3133180592991914,0.08141356325811785,1.8882564741368248,0.5057762214310347
51,93,50,1.01,0.04,0.3997571176618796,0.13883140665073707,2.4304652131290228,0.8284920994872784
52,94,50,1.01,0.04,0.43643732611474545,0.13247774559730635,2.62299348321929,0.819788316902364
53,95,50,1.01,0.04,0.43201209451209455,0.0965483655569698,2.6058035538035536,0.5686939955009482
54,96,50,1.01,0.04,0.3896894959113849,0.09865392523965322,2.341831496888918,0.5720087163920028
